page_id,file_id,file_name,file_number,swiss_bert-0b110,legal_swiss_roberta-0b561,legal_swiss_longformer-0b279,legal_xlm_longformer-0b279,xlm_swiss_bert-0b110,legal_xlm_roberta-0b561,mt0-13b
6e9a455e-db85-462e-ad17-a4b62b2c40d9,1076965,CH_BGer_004_4A-526-2018_2019-04-04,4A_526/2018,,,,,,,
6e87500d-1b0b-4a82-b9e0-3aceb1b0a65c,980059,CH_BGer_002_2C-775-2018_2019-03-21,2C_775/2018,,,,,,,
6e82b06a-b30b-41db-8e21-69db7a31e154,1036999,CH_BGer_005_5A-442-2019_2019-05-31,5A_442/2019,,,,,,,
6e6548bb-d0cc-4be6-b898-f20a5a270865,961849,CH_BGer_008_8C-308-2019_2019-09-11,8C_308/2019,,,,,,,
6e53d6b6-7e85-472d-9f9b-e9c7b5690c92,1034563,CH_BGer_009_9C-817-2018_2019-06-24,9C_817/2018,,,,,,,
6e4cda67-0bea-4f6e-bbb9-97c187acfa56,1101993,CH_BGer_002_2D-14-2019_2019-04-09,2D_14/2019,,,,,,,
6dd30ab1-4c16-439c-a2a2-eca9d1746717,969169,CH_BGer_001_1C-141-2019_2019-11-08,1C_141/2019,,,,,,,
71b0b5b7-ebc5-4d75-b817-ef52f7fe6684,1100647,CH_BGer_001_1C-410-2019_2019-08-20,1C_410/2019,,,,,,,
6dca64c5-d9a8-4375-8239-89cae6d02285,975558,CH_BGer_001_1C-464-2019_2019-12-05,1C_464/2019,,,,,,,
6dbb6c3d-0deb-4ae8-b58c-eff9471c1d1f,980343,CH_BGer_005_5A-624-2019_2019-11-05,5A_624/2019,,,,,,,
6daf0c57-24d4-428c-9050-a9f5ee5d3bac,963484,CH_BGer_011_6B-901-2019_2019-10-11,6B_901/2019,,,,,,,
6d9c3c21-2c11-4e0f-9601-58b4d4b99b01,953875,CH_BGer_009_9C-856-2018_2019-02-07,9C_856/2018,,,,,,,
6d64e48a-45b9-45d6-b6fe-f686859219bb,1004530,CH_BGer_011_6B-831-2019_2019-07-15,6B_831/2019,,,,,,,
6d5452a4-d263-4629-8506-52161e6ac398,1083352,CH_BGer_005_5A-126-2019_2019-09-03,5A_126/2019,,,,,,,
6d4eeb01-1c45-4f0b-b485-ea9af7258bff,963675,CH_BGer_001_1B-42-2019_2019-02-11,1B_42/2019,,,,,,,
6d3d73fa-5ca2-4a9c-bb71-b49f1f77b703,1113494,CH_BGer_009_9C-418-2019_2019-11-04,9C_418/2019,,,,,,,
6d1b1e4f-5b06-4ae0-966f-d2a159855241,1031501,CH_BGer_001_1F-25-2019_2019-05-28,1F_25/2019,,,,,,,
6f13c959-432d-4775-a3bc-b592b1f32b14,1105421,CH_BGer_009_9C-646-2019_2019-10-14,9C_646/2019,,,,,,,
6f1ae9df-c65c-4d5d-acc8-35dd060cbd3e,987485,CH_BGer_001_1C-651-2018_2019-06-04,1C_651/2018,,,,,,,
6f28bdab-630e-4d3e-95af-fe16dcc98d07,1044137,CH_BGer_002_2C-409-2019_2019-09-16,2C_409/2019,,,,,,,
6f76c3eb-3f7c-4904-8ebc-c6d98c7a5bae,1099994,CH_BGer_009_9F-9-2019_2019-06-24,9F_9/2019,,,,,,,
7177cbd2-430e-492d-889e-fb04271d61ca,977229,CH_BGer_008_8C-472-2019_2019-11-20,8C_472/2019,,,,,,,
715b8f70-69e7-40bf-a689-d645816819be,960375,CH_BGer_011_6B-388-2019_2019-07-08,6B_388/2019,,,,,,,
7155494f-9352-4789-8e01-017e5c08ba9f,1006737,CH_BGer_001_1C-451-2018_2019-09-13,1C_451/2018,,,,,,,
71512966-df13-4ea0-80cb-fa52c6218fc2,1069610,CH_BGer_006_6B-833-2019_2019-09-10,6B_833/2019,,,,,,,
711e757d-0575-4ce9-bb05-e4c54b4c51ac,995528,CH_BGer_008_8C-600-2019_2019-11-08,8C_600/2019,,,,,,,
70d6dbc2-4b79-4347-9cac-d2393d38fb61,984724,CH_BGer_009_9C-20-2019_2019-08-28,9C_20/2019,,,,,,,
707cf3f1-3042-470c-bf0b-6d0904f9182f,1021674,CH_BGer_005_5A-256-2019_2019-12-04,5A_256/2019,,,,,,,
70773a9e-522a-4de3-acd8-834421320ce4,1080741,CH_BGer_002_2D-19-2018_2019-02-19,2D_19/2018,,,,,,,
705f9cac-0ebd-4d1d-88f5-533e3855788a,984162,CH_BGer_001_1B-554-2018_2019-06-07,1B_554/2018,,,,,,,
705babd1-3b1f-4cfc-b46e-18fbc82396ed,1103701,CH_BGer_002_2C-1071-2018_2019-11-12,2C_1071/2018,,,,,,,
70285a3e-b689-403a-a32a-18546b7bc792,961352,CH_BGer_004_4F-13-2019_2019-11-07,4F_13/2019,,,,,,,
701a9563-8658-4868-a47a-1c04c75b0476,1092336,CH_BGer_006_6B-1053-2018_2019-02-26,6B_1053/2018,,,,,,,
700ea4d1-c00e-48e0-8947-fa09ddd0b20a,980665,CH_BGer_011_6B-346-2019_2019-05-29,6B_346/2019,,,,,,,
700c7813-7384-46df-874d-bed1ec1db904,1051058,CH_BGer_008_8C-150-2019_2019-08-19,8C_150/2019,,,,,,,
700b11e1-d3b1-4d74-b117-bdf517fdf826,1028215,CH_BGer_002_2C-446-2018_2019-08-22,2C_446/2018,,,,,,,
6ff05c9d-41a2-492a-beac-a9fbb92d8540,1113029,CH_BGer_009_9C-275-2019_2019-11-06,9C_275/2019,,,,,,,
6fcc7e3a-dc61-42f7-b306-36495522def0,999607,CH_BGer_006_6B-222-2019_2019-03-29,6B_222/2019,,,,,,,
6fbb6cd3-3fc1-47f2-a8f2-6cddf39742e2,979698,CH_BGer_001_1C-4-2019_2019-03-11,1C_4/2019,,,,,,,
6fa87ff7-64fb-4a7d-bbec-a91914ea6b9c,1038437,CH_BGer_002_2C-157-2019_2019-03-12,2C_157/2019,,,,,,,
75c46756-0c7e-4fe4-9ad1-c2592d87c42a,1043498,CH_BGer_011_6B-1174-2019_2019-10-23,6B_1174/2019,,,,,,,
75d28ad5-ddee-4344-9953-4f0fa106c357,1088305,CH_BGer_008_8C-881-2018_2019-01-22,8C_881/2018,,,,,,,
75dcbefb-ebd8-417f-8de7-be23533db089,1053508,CH_BGer_011_6B-460-2019_2019-08-29,6B_460/2019,,,,,,,
7d5955f1-25bb-460f-a76f-9773165eb743,973449,CH_BGer_005_5A-383-2019_2019-05-15,5A_383/2019,,,,,,,
7e2aeb13-5a4d-4804-9e91-5d2de37b6f14,1064601,CH_BGer_004_4A-246-2019_2019-12-12,4A_246/2019,,,,,,,
7e07c507-1ba0-4c67-a080-98ac16f91803,1113459,CH_BGer_002_2C-796-2018_2019-02-04,2C_796/2018,,,,,,,
7e0189c3-f980-45f0-a294-364a5c3b07cc,969972,CH_BGer_001_1C-598-2018_2019-10-18,1C_598/2018,,,,,,,
7dfef3e2-bc4e-4599-94fa-dfbe9342acee,1050183,CH_BGer_008_8C-154-2019_2019-03-11,8C_154/2019,,,,,,,
7de88c5a-b254-47e4-b925-b37b7f73d14e,1013124,CH_BGer_011_6B-1063-2019_2019-12-09,6B_1063/2019,,,,,,,
7dafb43a-e9e2-4c88-b6c3-ddcc5cd3b77d,969590,CH_BGer_002_2C-563-2019_2019-06-18,2C_563/2019,,,,,,,
7da94457-32c5-4ae2-90db-73d8932d06ac,1024321,CH_BGer_002_2C-241-2019_2019-06-03,2C_241/2019,,,,,,,
7d667ba1-e493-4d31-9043-a83179676ce5,1115236,CH_BGer_008_8C-603-2019_2019-11-22,8C_603/2019,,,,,,,
7d62982f-99bd-48ae-bc72-d6a8570f8a21,1020667,CH_BGer_008_8C-344-2019_2019-11-15,8C_344/2019,,,,,,,
7d484ac4-178b-4309-89df-883df8d35efd,1090634,CH_BGer_001_1B-60-2019_2019-05-01,1B_60/2019,,,,,,,
7b54c2cb-cca5-46d1-9f81-d2362de05193,1036796,CH_BGer_005_5A-608-2018_2019-02-11,5A_608/2018,,,,,,,
7cc2ef57-1c8c-4f97-9d8f-2e1d337f46da,990441,CH_BGer_004_4A-514-2019_2019-11-06,4A_514/2019,,,,,,,
7cbf14c4-2516-4fe3-a7f6-dfa10630bede,1103210,CH_BGer_002_2C-628-2019_2019-11-18,2C_628/2019,,,,,,,
7cb7b4bf-2aec-41c8-9b22-864b231ee079,1044207,CH_BGer_005_5D-184-2019_2019-10-07,5D_184/2019,,,,,,,
7c4f8b62-8bc1-419a-8f48-8ff9898a9bf7,1018526,CH_BGer_001_1C-223-2019_2019-05-03,1C_223/2019,,,,,,,
7c2cc5c4-36ca-4cb2-b2bf-d2119d6cb8a4,961918,CH_BGer_005_5A-53-2019_2019-01-24,5A_53/2019,,,,,,,
7be58eb3-dd4c-44e6-b2e1-cf4f0e67c9f0,1064890,CH_BGer_011_6B-1070-2018_2019-08-14,6B_1070/2018,,,,,,,
7bc29388-1a5e-4b89-b4f1-5cdb82419585,1067676,CH_BGer_008_8C-379-2019_2019-08-21,8C_379/2019,,,,,,,
7b9565c6-80c6-4929-bc9e-829de861d949,1077973,CH_BGer_009_9F-2-2019_2019-03-13,9F_2/2019,,,,,,,
7b855f3b-a4bb-4886-9fb7-35d0ca879a1e,1045837,CH_BGer_006_6B-125-2019_2019-03-05,6B_125/2019,,,,,,,
7e4c8cb8-678f-48b7-9982-31e4b530a0dc,975907,CH_BGer_002_2C-524-2019_2019-06-07,2C_524/2019,,,,,,,
7e81c740-cc4a-4d96-b903-9e2d09db8558,1032518,CH_BGer_005_5D-114-2019_2019-05-31,5D_114/2019,,,,,,,
7e92214c-fa93-41b0-bd85-e091d8626ff9,1046854,CH_BGer_005_5A-266-2019_2019-08-05,5A_266/2019,,,,,,,
7ead1d00-9d6a-491f-80a4-537c7ea5a8fc,1088704,CH_BGer_002_2C-590-2018_2019-05-08,2C_590/2018,,,,,,,
80973a60-6ad9-4cba-b569-3be6be287bb5,1095253,CH_BGer_008_8C-107-2019_2019-06-04,8C_107/2019,,,,,,,
8091fe35-dd3a-41a1-b166-aa001a8ba4a5,1030567,CH_BGer_009_9C-773-2019_2019-12-02,9C_773/2019,,,,,,,
8071433b-cb05-4ce8-b0d7-f5b2cf644c00,1000977,CH_BGer_001_1B-448-2019_2019-09-27,1B_448/2019,,,,,,,
80579e7d-8069-4e1d-933a-4448b46c7e55,1087573,CH_BGer_011_6B-1241-2018_2019-01-31,6B_1241/2018,,,,,,,
804b45e0-2174-47fc-832d-c30ce45e4e1b,1065920,CH_BGer_005_5A-754-2019_2019-09-26,5A_754/2019,,,,,,,
8018a8d4-3464-4e80-8de3-1829afaf5630,1056020,CH_BGer_002_2D-6-2019_2019-07-11,2D_6/2019,,,,,,,
7ff83486-e937-4a18-950e-5a706a1d51db,1108185,CH_BGer_001_1C-562-2018_2019-04-02,1C_562/2018,,,,,,,
7fe1d020-9922-48d5-b807-fc152ced7b3b,1003710,CH_BGer_009_9C-332-2019_2019-09-12,9C_332/2019,,,,,,,
7fb89e5c-1d9c-4250-aa4b-307eb7a69a3f,983454,CH_BGer_004_4A-141-2019_2019-09-26,4A_141/2019,,,,,,,
7f9078c8-23da-49f4-98e4-81f9c1af2644,962597,CH_BGer_011_6B-939-2019_2019-09-17,6B_939/2019,,,,,,,
7f5fa6aa-0651-4640-8df4-d9364053f599,1035703,CH_BGer_001_1C-291-2019_2019-11-25,1C_291/2019,,,,,,,
7f3deddd-e964-4fbd-84f7-367ef3a0cce6,966947,CH_BGer_002_2C-43-2019_2019-01-18,2C_43/2019,,,,,,,
7f01f64d-3ac5-4e66-ae10-e36f2abee73a,989663,CH_BGer_001_1C-414-2019_2019-08-28,1C_414/2019,,,,,,,
7efd644c-5b35-4201-bcbf-48a879f7d4f9,1027016,CH_BGer_001_1B-558-2019_2019-11-28,1B_558/2019,,,,,,,
7ee334d8-3c52-493c-ab16-5f2a3862c4d1,954611,CH_BGer_011_6B-411-2019_2019-05-13,6B_411/2019,,,,,,,
7ecde364-7475-45dc-8342-a7c06351d50f,1079768,CH_BGer_002_2C-32-2018_2019-11-11,2C_32/2018,,,,,,,
7ebef683-acb1-482c-9231-21dbe4686033,1049013,CH_BGer_005_5A-1018-2018_2019-07-02,5A_1018/2018,,,,,,,
7eb4e1a7-d08a-49d0-9d0b-04866f516921,988572,CH_BGer_009_9C-871-2018_2019-02-01,9C_871/2018,,,,,,,
7eb1dad1-4d0c-469c-a6a5-671216553d3a,1088076,CH_BGer_001_1C-14-2019_2019-11-25,1C_14/2019,,,,,,,
7b755249-76e5-4ac0-990c-0e7b69dab9b4,1084768,CH_BGer_004_4A-103-2019_2019-03-13,4A_103/2019,,,,,,,
7b4e0995-78c0-4eb9-8ca5-1e70a3e74dc7,980225,CH_BGer_008_8C-7-2018_2019-02-22,8C_7/2018,,,,,,,
762e7a43-bedb-48f9-853a-e1af2e95e4bc,961787,CH_BGer_006_6B-1177-2018_2019-01-09,6B_1177/2018,,,,,,,
7792f057-9328-467b-a29a-e55af8f9cca6,991851,CH_BGer_005_5D-86-2019_2019-04-17,5D_86/2019,,,,,,,
789ffd4f-1e27-4f9e-b211-fc3ce1cffa8c,1113003,CH_BGer_001_1B-320-2019_2019-07-15,1B_320/2019,,,,,,,
7885ba70-5292-4a6e-b702-c654c13baddd,968583,CH_BGer_001_1B-118-2019_2019-05-13,1B_118/2019,,,,,,,
783a8511-f3a5-4e22-ab4f-719c56835752,971416,CH_BGer_004_4A-229-2019_2019-09-23,4A_229/2019,,,,,,,
78270af6-40cd-4e1d-932d-4a007dee47fd,1015793,CH_BGer_005_5A-160-2019_2019-02-28,5A_160/2019,,,,,,,
7821b574-1fb6-48bb-b108-961f532f761d,1007682,CH_BGer_002_2C-60-2019_2019-11-25,2C_60/2019,,,,,,,
77ec78f7-5062-4232-9601-5f48189def29,963877,CH_BGer_006_6B-444-2019_2019-11-14,6B_444/2019,,,,,,,
77e1253d-6a25-489b-a9e6-c9fff05280c8,990604,CH_BGer_001_1C-202-2019_2019-04-08,1C_202/2019,,,,,,,
77dd1461-ba19-4933-8bb8-78a6c36dead8,1001780,CH_BGer_002_2C-66-2019_2019-01-22,2C_66/2019,,,,,,,
77a121e0-36fa-460f-959a-366476a306a2,1013429,CH_BGer_001_1C-390-2019_2019-07-30,1C_390/2019,,,,,,,
777c6dca-e5c3-4346-82eb-b39964340488,982604,CH_BGer_002_2D-69-2019_2019-12-18,2D_69/2019,,,,,,,
7af64538-f283-4ba4-90af-8362ddb55eb8,1071905,CH_BGer_009_9C-861-2018_2019-03-12,9C_861/2018,,,,,,,
7766cfff-c517-4e9a-9729-f8ee8dbc9c7c,1011665,CH_BGer_009_9C-34-2019_2019-04-25,9C_34/2019,,,,,,,
77553245-01a3-49fd-b5b6-25227d4727da,1007959,CH_BGer_002_2C-56-2019_2019-04-29,2C_56/2019,,,,,,,
774dcd29-1c80-4aeb-a130-2d6b27204654,1047265,CH_BGer_008_8C-433-2019_2019-12-20,8C_433/2019,,,,,,,
7727a5cb-e340-4f26-a8c1-858a28fd284c,1085478,CH_BGer_002_2C-354-2019_2019-04-16,2C_354/2019,,,,,,,
7703701e-cb03-4443-8c79-76b17ac6b861,1099303,CH_BGer_004_4A-482-2018_2019-05-07,4A_482/2018,,,,,,,
76e1bbc0-18df-4c19-80ad-8aeec449b415,1088408,CH_BGer_002_2C-382-2018_2019-03-15,2C_382/2018,,,,,,,
768a777f-b64f-42e6-bec0-7f660ded96f8,1051290,CH_BGer_006_6B-132-2019_2019-09-17,6B_132/2019,,,,,,,
764be3db-ad85-49b4-96b6-027d7da879b4,1026768,CH_BGer_002_2C-683-2019_2019-08-08,2C_683/2019,,,,,,,
76373a53-e360-4433-984a-e5308df50e27,1088398,CH_BGer_011_6B-1340-2018_2019-02-15,6B_1340/2018,,,,,,,
78adc92c-4a28-4a01-96e1-32442d9305a7,1113577,CH_BGer_002_2C-694-2019_2019-10-22,2C_694/2019,,,,,,,
78cfba80-53ad-44ca-a331-11020e229f95,1108943,CH_BGer_004_4A-504-2018_2019-12-10,4A_504/2018,,,,,,,
78de9e64-76bc-4474-9928-f196b2aa2abf,987252,CH_BGer_009_9C-568-2019_2019-11-22,9C_568/2019,,,,,,,
78e19308-1afb-43a7-9deb-02bbb374193c,985605,CH_BGer_001_1C-443-2018_2019-07-03,1C_443/2018,,,,,,,
7ae6d49d-df80-4cb4-a1a0-42d61de71aaa,1030095,CH_BGer_005_5A-840-2018_2019-02-19,5A_840/2018,,,,,,,
7ab36e52-2663-45b2-b1f9-c8d674f00ce5,1048918,CH_BGer_008_8C-699-2018_2019-08-28,8C_699/2018,,,,,,,
7ab19e6c-bad1-463c-9dc6-3a5571cb6022,1014572,CH_BGer_011_6B-1104-2018_2019-05-17,6B_1104/2018,,,,,,,
7a641e4a-8227-4ada-b6b2-ddab04b4e434,1055694,CH_BGer_008_8C-781-2019_2019-11-29,8C_781/2019,,,,,,,
7a5d99bc-0a3b-4cf6-9085-51ef92361e9d,953438,CH_BGer_008_8C-55-2019_2019-05-22,8C_55/2019,,,,,,,
7a42d4b5-c82d-4be1-8ad1-3001ef31681f,987005,CH_BGer_002_2C-124-2018_2019-05-17,2C_124/2018,,,,,,,
7a3c36c0-3208-4485-98f5-e476174235cf,971546,CH_BGer_002_2C-1013-2019_2019-12-16,2C_1013/2019,,,,,,,
7a1b632d-1735-44cc-97eb-b33a892059d0,1082609,CH_BGer_008_8C-362-2019_2019-07-04,8C_362/2019,,,,,,,
79e73306-1d38-4fb6-b32f-dcdd8f302276,1116174,CH_BGer_009_9C-24-2019_2019-05-14,9C_24/2019,,,,,,,
79d85ff6-cd6c-4bd1-bc03-daa4936a1ffa,1109428,CH_BGer_009_9C-833-2018_2019-02-21,9C_833/2018,,,,,,,
79bdcc43-a661-4c74-83b8-b3f30eba5cd3,1113711,CH_BGer_001_1F-46-2019_2019-10-21,1F_46/2019,,,,,,,
79bb1f59-cd08-494b-b05a-51745f8484b8,956295,CH_BGer_006_6F-31-2019_2019-11-06,6F_31/2019,,,,,,,
79a86c4e-fc43-488b-a3e6-c3ab89b2b281,971965,CH_BGer_011_6B-1089-2018_2019-01-24,6B_1089/2018,,,,,,,
799e653c-d2db-4a48-83bd-950d2c2cadda,1001713,CH_BGer_005_5A-746-2019_2019-09-25,5A_746/2019,,,,,,,
795600ef-3076-4828-bc11-b3fbe0a4a97f,970302,CH_BGer_002_2C-583-2019_2019-07-18,2C_583/2019,,,,,,,
794ef946-3d97-464c-92bf-111d514b94ea,957528,CH_BGer_009_9C-500-2019_2019-09-25,9C_500/2019,,,,,,,
794c3846-1d5b-4719-ad56-917b6e90cb9d,956922,CH_BGer_001_1F-38-2019_2019-08-07,1F_38/2019,,,,,,,
791d6455-c85a-4f3d-af48-be20491a3c08,1001743,CH_BGer_011_6B-1069-2019_2019-10-03,6B_1069/2019,,,,,,,
78f76816-8feb-4061-b311-c1ff61d2967a,964951,CH_BGer_005_5A-713-2018_2019-01-23,5A_713/2018,,,,,,,
4db13b8f-c63e-4ded-b126-401009ec3984,1069366,CH_BGer_011_6B-1231-2018_2019-03-20,6B_1231/2018,,,,,,,
4817815d-65a1-4148-978b-cabf87be7423,1068522,CH_BGer_001_1B-524-2019_2019-10-30,1B_524/2019,,,,,,,
4d7ab89f-97d5-4233-8fa8-b479d5cfc637,1007707,CH_BGer_009_9C-255-2019_2019-07-16,9C_255/2019,,,,,,,
1c538e12-b624-4f8d-a524-e4a4aadb8f09,1054313,CH_BGer_008_8C-714-2018_2019-03-05,8C_714/2018,,,,,,,
199a2156-b324-4590-bfa4-de85dc9bff9e,998776,CH_BGer_002_2C-678-2018_2019-06-05,2C_678/2018,,,,,,,
197aaf8f-8a20-443e-b63c-7e7d28952f96,1003866,CH_BGer_002_2C-475-2019_2019-05-22,2C_475/2019,,,,,,,
196840d4-992b-46f1-9aa1-2d5c7bc74e1e,1049813,CH_BGer_006_6B-999-2019_2019-11-06,6B_999/2019,,,,,,,
194c3012-78f4-43a8-81e5-928b339033c7,1008511,CH_BGer_006_6B-800-2019_2019-08-20,6B_800/2019,,,,,,,
193ad3db-f744-4412-9adb-937bf6d23520,1097014,CH_BGer_008_8C-686-2018_2019-01-25,8C_686/2018,,,,,,,
190e512e-976b-477b-894e-c6f5275161d3,1088909,CH_BGer_005_5A-310-2019_2019-11-05,5A_310/2019,,,,,,,
18e30765-7624-439e-a51d-a9f3036eeebb,1077057,CH_BGer_005_5A-339-2018_2019-05-08,5A_339/2018,,,,,,,
18aacdee-622f-4c04-aad9-8330d32ef996,1067142,CH_BGer_005_5A-300-2019_2019-07-23,5A_300/2019,,,,,,,
18a2c97f-0fc3-4b26-a9c0-2c73f8d8020e,961054,CH_BGer_005_5D-30-2019_2019-10-10,5D_30/2019,,,,,,,
188a561a-dd0e-47b6-903b-a94721430334,953381,CH_BGer_008_8C-537-2018_2019-01-22,8C_537/2018,,,,,,,
1880c03d-cf9e-47f8-bd2f-6de2918c990c,1112009,CH_BGer_011_6B-1202-2018_2019-01-11,6B_1202/2018,,,,,,,
1868db06-e164-413c-b3d3-52387ff9ce7a,1041933,CH_BGer_002_2C-1030-2019_2019-12-12,2C_1030/2019,,,,,,,
184747fc-b511-4292-8d21-a987dc7ae7b8,1085529,CH_BGer_011_6B-1249-2018_2019-02-01,6B_1249/2018,,,,,,,
183677cb-bc3e-4cab-ac12-cb85d275577c,1114472,CH_BGer_001_1B-338-2019_2019-08-13,1B_338/2019,,,,,,,
182dca7f-09fe-4927-8145-199a465e5329,1047301,CH_BGer_005_5A-543-2019_2019-09-30,5A_543/2019,,,,,,,
17c32994-4a0a-471d-8751-8bb5f638022c,1037193,CH_BGer_002_2C-677-2019_2019-07-30,2C_677/2019,,,,,,,
17c0700e-5a8e-4731-8a93-a28a9af57288,993893,CH_BGer_001_1B-218-2019_2019-06-06,1B_218/2019,,,,,,,
179c0a7b-8b0a-46b7-86bb-6ad43aad7ad6,1059903,CH_BGer_005_5A-321-2019_2019-05-24,5A_321/2019,,,,,,,
177cb3f0-7100-4f63-9992-e45a8f1014ea,1086347,CH_BGer_001_1B-131-2019_2019-03-29,1B_131/2019,,,,,,,
17501816-15e0-49fe-be84-7d27e2c8f0be,1026598,CH_BGer_001_1C-382-2018_2019-07-10,1C_382/2018,,,,,,,
174bdcbf-1b96-46f3-911b-7367e6d7a5fa,1010379,CH_BGer_009_9C-768-2018_2019-02-21,9C_768/2018,,,,,,,
199f6c4c-86fd-4223-bfe0-8d3e20a9d4c7,989575,CH_BGer_006_6B-24-2019_2019-10-03,6B_24/2019,,,,,,,
19a7d3d4-04c2-4c77-85d1-47a682889154,967997,CH_BGer_006_6B-1176-2019_2019-10-24,6B_1176/2019,,,,,,,
19d6696e-d49d-4428-9caa-bbed8d3bb09c,991480,CH_BGer_008_8C-800-2018_2019-05-10,8C_800/2018,,,,,,,
1aff8beb-3a69-43a0-8594-c5f22aeee719,977204,CH_BGer_002_2C-177-2019_2019-07-22,2C_177/2019,,,,,,,
1c19ea9d-f504-4daa-8c83-00bec8467dcc,1025309,CH_BGer_011_6B-1313-2019_2019-11-29,6B_1313/2019,,,,,,,
1c0e7460-6b29-4460-90ca-ee5be3b6bd2b,1027138,CH_BGer_006_6B-50-2019_2019-02-11,6B_50/2019,,,,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,,,,,
1bd0eea2-71e9-4517-94ff-1b1d0024208c,1063459,CH_BGer_002_2C-416-2019_2019-12-20,2C_416/2019,,,,,,,
1bb8b4e9-2090-458f-b840-b5e29790f050,1080428,CH_BGer_011_6B-773-2019_2019-07-01,6B_773/2019,,,,,,,
1b962af2-7508-41fb-a9cb-2680c80ecfb3,1094044,CH_BGer_005_5A-785-2019_2019-10-09,5A_785/2019,,,,,,,
1b812675-2126-4b9f-96e8-65c2ca380437,1082130,CH_BGer_004_4D-73-2019_2019-12-03,4D_73/2019,,,,,,,
1b6e18f0-f0ae-4a64-9ed8-7bfff42172f0,1112768,CH_BGer_005_5A-854-2018_2019-01-07,5A_854/2018,,,,,,,
1b531873-5523-4507-b93e-9b43e6d01b24,1016176,CH_BGer_004_4A-19-2019_2019-01-25,4A_19/2019,,,,,,,
1af83ae3-4081-4cfc-ba96-5c17deb834a8,990845,CH_BGer_002_2C-224-2019_2019-03-11,2C_224/2019,,,,,,,
19fb210e-f805-4019-9146-1942904f3e0d,1069653,CH_BGer_008_8F-10-2019_2019-08-29,8F_10/2019,,,,,,,
1abab0e4-5909-4c1c-9dfb-d8815fa0cd6a,1110395,CH_BGer_005_5D-125-2019_2019-06-26,5D_125/2019,,,,,,,
1aa62354-8cd2-4155-b3cd-6960e4753a33,1049477,CH_BGer_006_6B-640-2019_2019-05-29,6B_640/2019,,,,,,,
1a7329c4-f91f-45d4-b7ae-9da0683bbc1d,1036364,CH_BGer_009_9C-149-2019_2019-03-01,9C_149/2019,,,,,,,
1a512a63-df3d-48e6-b005-93e1e4952691,1082292,CH_BGer_002_2C-605-2019_2019-06-27,2C_605/2019,,,,,,,
1a4e01fd-1b26-4298-bc58-c9d3b224077c,953264,CH_BGer_004_4A-408-2019_2019-09-20,4A_408/2019,,,,,,,
1a412206-0040-480e-a5da-c1fc3a27595f,1015755,CH_BGer_005_5D-147-2019_2019-09-18,5D_147/2019,,,,,,,
1a336981-fd68-458c-92d4-2429fae8880c,1073088,CH_BGer_005_5A-835-2019_2019-10-29,5A_835/2019,,,,,,,
1a15c075-f5d6-4afc-9b55-d0c7a52f4869,979207,CH_BGer_005_5D-41-2019_2019-02-13,5D_41/2019,,,,,,,
1a07755c-80e7-413d-a285-b9cbadc62452,1009775,CH_BGer_001_1C-260-2019_2019-10-18,1C_260/2019,,,,,,,
1734abd8-d968-4f2e-bc24-005bf088081e,1090064,CH_BGer_006_6B-144-2019_2019-05-17,6B_144/2019,,,,,,,
172e9435-ae1e-4507-bd80-23a80bf95818,1099798,CH_BGer_001_1C-222-2018_2019-03-21,1C_222/2018,,,,,,,
1708f74b-fd83-42dd-9a82-ebca889b427a,980302,CH_BGer_005_5F-10-2019_2019-09-03,5F_10/2019,,,,,,,
13ad3657-9a8b-42af-8e3b-ecb0e83f74f8,1051443,CH_BGer_005_5A-369-2019_2019-05-28,5A_369/2019,,,,,,,
1496066a-1078-496f-b1a2-f1b43fc9718f,1023617,CH_BGer_004_4A-189-2019_2019-05-23,4A_189/2019,,,,,,,
1456b3ce-f254-4795-a2ef-32405199dcde,1030893,CH_BGer_006_6B-310-2019_2019-03-12,6B_310/2019,,,,,,,
144a952e-326c-4396-b939-9b7beb911029,961638,CH_BGer_002_2C-569-2019_2019-09-19,2C_569/2019,,,,,,,
144042da-7927-4718-b12c-911e64cdc38d,1020925,CH_BGer_001_1B-503-2019_2019-10-29,1B_503/2019,,,,,,,
13f92bd9-59e9-4795-96e6-fd9301a8639d,1086196,CH_BGer_002_2C-437-2019_2019-11-25,2C_437/2019,,,,,,,
13ef0a49-3d93-445b-a311-743e01bfaa8b,1068342,CH_BGer_001_1F-24-2019_2019-05-14,1F_24/2019,,,,,,,
13da87fa-e57a-4080-a02c-5e2b8a284e52,1090338,CH_BGer_008_8C-813-2018_2019-03-12,8C_813/2018,,,,,,,
13be32bd-ffb4-425b-87fb-dfc81a0708d0,967114,CH_BGer_005_5A-807-2019_2019-10-14,5A_807/2019,,,,,,,
13ba7d4c-481d-450e-8472-fb8d02bc5d61,1116200,CH_BGer_011_6B-1121-2018_2019-01-30,6B_1121/2018,,,,,,,
13707602-ef20-47ff-b5a9-771788ff5bc6,992933,CH_BGer_005_5D-87-2019_2019-04-17,5D_87/2019,,,,,,,
14dbd070-d4ae-41be-b5c9-5a2c74093cb1,1096664,CH_BGer_006_6B-386-2019_2019-09-25,6B_386/2019,,,,,,,
